frn,bank,metric,fiscal_year,value_numeric,unit,reporting_basis,context_status,context_id,context_value,distance,reason,source
124772,Gulf International Bank (UK) Limited,NSFR,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,NSFR,2024,230.91,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,NSFR,2023,252.78,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,NSFR,2022,416.49,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,NSFR,2021,111.16,,,context_unavailable,,,,observation unit does not match percentage context,
124772,Gulf International Bank (UK) Limited,MREL Ratio,2025,,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,MREL Ratio,2024,,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,MREL Ratio,2023,,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,MREL Ratio,2022,,,,context_unavailable,,,,no dated context record for metric/period,
124772,Gulf International Bank (UK) Limited,MREL Ratio,2021,,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2025,13420.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2024,15133.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2023,13931.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2022,8274.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2021,4599.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2025,-148278.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2024,-59637.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2023,-2136.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2022,-142368.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2021,-48185.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2025,191002.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2024,122075.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2023,113506.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2022,123011.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2021,115621.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2025,56144.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2024,77571.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2023,125301.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2022,-11083.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2021,72035.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2025,8897.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2024,-64522.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2023,-19648.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2022,21301.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2021,-72353.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2025,-6204.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2024,3989.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2023,-1623.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2022,-2401.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2021,9597.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2025,58837.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2024,17038.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2023,104030.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2022,7817.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2021,9279.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2025,291217.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2024,232380.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2023,215342.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2022,96506.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Cash Flow Statement,2021,88689.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,CET1 Capital,2025,124587.0,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,CET1 Capital,2024,119896.0,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,CET1 Capital,2023,103077.0,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,CET1 Capital,2022,90525.0,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,CET1 Capital,2021,86301.0,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,CET1 Ratio,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,CET1 Ratio,2024,,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,CET1 Ratio,2023,,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,CET1 Ratio,2022,,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,CET1 Ratio,2021,,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,Tier 1 Capital,2025,124587.0,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Tier 1 Capital,2024,119896.0,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Tier 1 Capital,2023,103077.0,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Tier 1 Capital,2022,90525.0,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Tier 1 Capital,2021,86301.0,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Tier 1 Ratio,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,Tier 1 Ratio,2024,,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,Tier 1 Ratio,2023,,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,Tier 1 Ratio,2022,,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,Tier 1 Ratio,2021,,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,Total Capital,2025,144852.0,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Total Capital,2024,140192.0,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Total Capital,2023,123417.0,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Total Capital,2022,111377.0,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Total Capital,2021,106687.0,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Total Capital Ratio,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,Total Capital Ratio,2024,,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,Total Capital Ratio,2023,,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,Total Capital Ratio,2022,,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,Total Capital Ratio,2021,,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,Total RWAs,2025,,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Total RWAs,2024,,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Total RWAs,2023,,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Total RWAs,2022,,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Total RWAs,2021,,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Leverage Ratio,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,Leverage Ratio,2024,,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,Leverage Ratio,2023,,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Leverage Ratio,2022,,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,Leverage Ratio,2021,,,,context_unavailable,,,,no dated context record for metric/period,
627671,Habib Bank Zurich Plc,LCR,2025,232.0,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,LCR,2024,287.0,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,LCR,2023,196.0,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,LCR,2022,205.0,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,LCR,2021,159.0,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,NSFR,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,NSFR,2024,,,,context_unavailable,,,,observation unit does not match percentage context,
627671,Habib Bank Zurich Plc,NSFR,2023,,,,context_unavailable,,,,observation unit does not match percentage context,
